Category,Product Name,Price,Company Name,Product URL,Description
Industrial Machinery,"1800 Pph AUTOMATIC SANITARY PAD MAKING MACHINE, 2KW, Machine Capacity: 30 Ppm","₹ 30,00,000/piece",Mechanical Systems,https://www.indiamart.com/proddetail/automatic-sanitary-pad-making-machine-22884125148.html,Brand Brand MECHSYS MECHSYS Machine Capacity Machine Capacity 30 PPM 30 PPM Speed Speed 1800 PPH 1800 PPH Power Power 2KW 2KW Weight Weight 400 KG 400 KG Dimension Dimension 14X3X7 FEET 14X3X7 FEET
Industrial Machinery,"Automatic PET Jar Blowing Machine, Capacity: 80 Jar/Hour","₹ 17,00,000/unit",Priti International,https://www.indiamart.com/proddetail/pet-jar-blowing-machine-8058744273.html,Mould Cavity Mould Cavity 2 Cavity 2 Cavity Power Consumption Power Consumption 56 kW 56 kW Phase Phase Three Phase Three Phase Frequency Frequency 50/60 Hz 50/60 Hz Voltage Voltage 415 V 415 V Power Source Power Source Electric Electric
Industrial Machinery,"For Bro Foot Operated Sealer, Production Capacity: 200 Pouch Per Hour, Model Name/Number: Fos 842-gmp-series","₹ 14,000/Piece",FOR BRO Engineers,https://www.indiamart.com/proddetail/foot-operated-sealer-4081715997.html,Production Capacity Production Capacity 200 Pouch Per Hour 200 Pouch Per Hour Power Consumption Power Consumption 2 kW 2 kW Model Name/Number Model Name/Number FOS 842-GMP-Series FOS 842-GMP-Series Driven Type Driven Type Foot Operated Foot Operated Brand Brand For Bro For Bro Voltage Voltage 240 V 240 V
Industrial Machinery,Stack Assembly .,₹ 290/Piece,Himalay Engineering Co.,https://www.indiamart.com/proddetail/stack-assembly-1679768388.html,Thickness Thickness standardized/customized standardized/customized Pattern Pattern standardized/customized standardized/customized Material Grade Material Grade Aluminum 6061 Aluminum 6061 Material Material aluminum aluminum Surface Treatment Surface Treatment standardized standardized Color Color standardized standardized
Industrial Machinery,"Shapura Single Phase Chain Sharpener Machine, 225 Watt","₹ 11,210/Piece",SHAPURA-Poonam Engineering Works,https://www.indiamart.com/proddetail/chain-sharpener-machine-20960324748.html,Warranty Warranty 6 months 6 months Voltage Voltage 220 V 220 V Speed Speed 2250 RPM 2250 RPM Frequency Frequency 50 Hz 50 Hz Power Consumption Power Consumption 225 Watt 225 Watt Brand Brand Shapura Shapura
Industrial Machinery,"TARGET 5HP Automatic Can Filling And Seaming Equipment, Packaging Type: Export Worthy, Capacity: Upto 300cpm","₹ 35,00,000/Piece",Target Innovations,https://www.indiamart.com/proddetail/automatic-can-filling-and-seaming-equipment-25111900212.html,Brand Brand TARGET TARGET Capacity Capacity upto 300CPM upto 300CPM Packaging Type Packaging Type export worthy export worthy Power Power 5HP 5HP
Industrial Machinery,Stainless Steel High Pressure Steam And Water Mixing Battery,"₹ 35,000/Number",Divya Engineering Works,https://www.indiamart.com/proddetail/steam-and-water-mixing-battery-24424659955.html,"Material Material Stainless Steel Stainless Steel Usage/Application Usage/Application Water Water Pressure Pressure High Pressure High Pressure Valve Size Valve Size 1/2"" , 3/4"" 1/2"" , 3/4"" Size Size 1/2"" and 3/4"" 1/2"" and 3/4"" Max Pressure Max Pressure 5 kg 5 kg"
Industrial Machinery,120mm Automatic Vacuum Forming Machine,"₹ 3,40,000/Unit",Sai Thermoformers,https://www.indiamart.com/proddetail/120mm-automatic-vacuum-forming-machine-13912390797.html,Materials Applicable Materials Applicable HIPS HIPS Frequency Frequency 50 Hz 50 Hz Brand Brand Sai Thermoformers Sai Thermoformers Body Material Body Material Stainless Steel Stainless Steel Phase Phase Three Phase Three Phase Voltage Voltage 320 V 320 V
Industrial Machinery,Single Phase EB Service Board,"₹ 3,450/Piece",Pravin Engineering,https://www.indiamart.com/proddetail/single-phase-eb-service-board-2852883525691.html,Type of Machine Type of Machine Brush Making Machine Brush Making Machine Machine Material Machine Material Mild Steel Mild Steel
Industrial Machinery,Green Star Trace Flotations Machine,"₹ 1,10,000/Piece",Star Trace Solutions Private Limited,https://www.indiamart.com/proddetail/star-trace-flotations-machine-3947395797.html,Usage/Application Usage/Application Industrial Industrial Color Color Green Green Brand Brand STAR TRACE STAR TRACE I Deal In I Deal In New Only New Only Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Manual notebook Making Machine (""32"")","₹ 1,25,000/Piece",ASV Engineering,https://www.indiamart.com/proddetail/manual-notebook-making-machine-32-21032586048.html,Usage/Application Usage/Application Industrial Industrial Material Material Mild Steel Mild Steel Block Type Block Type Solid Solid Method Method Hydraulic Pressure Hydraulic Pressure Raw Material Raw Material Cement Cement Capacity Capacity 1000-1500 Blocks per hour 1000-1500 Blocks per hour
Industrial Machinery,Pneumatic Automation Machine,"₹ 1,00,000/Piece",House Of Grid,https://www.indiamart.com/proddetail/pneumatic-automation-machine-2854367189630.html,Type of Machine Type of Machine Carton Box Making Machine Carton Box Making Machine Machine Material Machine Material Mild Steel Mild Steel
Industrial Machinery,Eye Hook Making Machine,"₹ 2,25,000/Piece",Pathak Machines Industries,https://www.indiamart.com/proddetail/eye-hook-making-machine-2854098209773.html,"Type Type Heavy Duty , Gear Type Heavy Duty , Gear Type Brand Brand Pathak Machine Industries Pathak Machine Industries Body Body Stress Relieved Stress Relieved Cycle Time Cycle Time 30-35 sec. approx 30-35 sec. approx Dia Dia 16-25 mm 16-25 mm Model Model TLPEHM TLPEHM"
Industrial Machinery,Double Stroke Heading Machine/Wood screw machine,,Atlas Machines (india),https://www.indiamart.com/proddetail/double-stroke-heading-machine-wood-screw-machine-3532769130.html,Place of Origin Place of Origin Mumbai Mumbai Customize Customize Yes Yes Automation Grade Automation Grade Yes Yes Usage/Application Usage/Application All All Packaging Size Packaging Size As Per Requirement As Per Requirement I Deal In I Deal In New Only New Only
Industrial Machinery,Newmax Workshop Machinery,"₹ 50,00,000/Piece",Newmax Engineers,https://www.indiamart.com/proddetail/newmax-workshop-machinery-2856358327897.html,"Industry Industry Power sector, Rolling and forging mill, Paper mill, Defence, construction Power sector, Rolling and forging mill, Paper mill, Defence, construction List of machines List of machines Lathe, shaper, milling, slotter, planer cum plano miller, power press, hydrolic press, bandsaw Lathe, shaper, milling, slotter, planer cum plano miller, power press, hydrolic press, bandsaw Country of Origin Country of Origin Made in India Made in India Type Type Workshop machinery Workshop machinery"
Industrial Machinery,"Portable Magnetic Machine for Horizontal and Vertical Drill, Kalp 45 Karnasch","₹ 1,50,000/Piece",Amrit Enterprise,https://www.indiamart.com/proddetail/portable-magnetic-machine-for-horizontal-and-vertical-drill-17530138497.html,Model Model Kalp 45 karnasch Kalp 45 karnasch Warranty Warranty 6 months 6 months Item Weight Item Weight 12 kg 12 kg
Industrial Machinery,NOVA HIGH END 100 MANUAL STRINGING MACHINE,"₹ 37,500/Piece",Philips International,https://www.indiamart.com/proddetail/nova-high-end-100-manual-stringing-machine-2851246658797.html,Model Name/Number Model Name/Number NOVA 100 NOVA 100 Type Type Manual Manual Mounting System Mounting System 6 point 6 point Brand Brand NOVAFIT NOVAFIT Display Display NO NO FLYING CLAMPS FLYING CLAMPS 2 ALL METAL FLOATING CLAMPS 2 ALL METAL FLOATING CLAMPS
Industrial Machinery,Blow end suction steam vacuume table,"₹ 35,000/Piece",Delhi Steam System Co.,https://www.indiamart.com/proddetail/blow-end-suction-steam-vacuume-table-2852136308155.html,Type Type Steam Iron Steam Iron Soleplate Material Soleplate Material Ceramic Ceramic Warranty Warranty 1 Year 1 Year Color Color White White Safety Auto Off Safety Auto Off Yes Yes Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Semi Automatic Three Phase Steel Almirah Making Machine, 10 - 15 Kw","₹ 4,50,000/piece",Rudraksh Engineering,https://www.indiamart.com/proddetail/steel-almirah-making-machine-8008687512.html,Power Consumption Power Consumption 10 - 15 kW 10 - 15 kW Automation Grade Automation Grade Semi Automatic Semi Automatic Phase Phase Three Phase Three Phase Material Material Mild Steel Mild Steel Power Source Power Source Electric Electric Brand Brand ANOX ANOX
Industrial Machinery,Prototyping Machine,"₹ 1,00,000/Piece",Kushal Technologies,https://www.indiamart.com/proddetail/prototyping-machine-10930939273.html,Production Capacity Production Capacity High High Power Consumption Power Consumption Low Low
Industrial Machinery,100Kva 1.3mm Welded Wire Mesh Machine,"₹ 40,00,000/Piece",Sathyadeep Engineering Co Limited,https://www.indiamart.com/proddetail/1-3mm-welded-wire-mesh-machine-9457210773.html,Brand Brand Sathyadeep Engineering Sathyadeep Engineering Phase Phase 3 3 Max. Width of Mesh Max. Width of Mesh 1.2 Meters 1.2 Meters Model No. Model No. Seco 120 Seco 120 Diameter Of Wire Diameter Of Wire 1.3mm 1.3mm Power Consumption Power Consumption 100Kva 100Kva
Industrial Machinery,Maspack Egg Tray Machine,"₹ 25,00,000/piece",Maspack Limited,https://www.indiamart.com/proddetail/egg-tray-machine-15853792891.html,Frequency Frequency 50 Hz 50 Hz Type Type Egg Tray Machine Egg Tray Machine Production Capacity Production Capacity 700 egg trays to5000 egg trays /hour. 700 egg trays to5000 egg trays /hour. Voltage Voltage 380 V 380 V Automation Grade Automation Grade Automatic Automatic Brand Brand Maspack Maspack
Industrial Machinery,ASV Manual Slipper Machine,"₹ 13,200/Unit",ASV Engineering,https://www.indiamart.com/proddetail/manual-slipper-machine-22436038933.html,Type of Machine Type of Machine Chappal Making Machine Chappal Making Machine Brand Brand ASV ASV Production Capacity Production Capacity 700 pair / 8 hour 700 pair / 8 hour Power Consumption Power Consumption 1kw 1kw Packaging Type Packaging Type Box Box Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,Yamaha Yv100xg Smt Machine,"₹ 12,00,000/Piece",JVA Smt Traders,https://www.indiamart.com/proddetail/yamaha-yv100xg-smt-machine-2855623729412.html,Output Capacity Output Capacity 20000 CPH 20000 CPH Power Consumption Power Consumption 3.5 kw 3.5 kw Production Capacity Production Capacity 12000-13000Components per Hour 12000-13000Components per Hour Brand Brand Yamaha Yamaha
Industrial Machinery,SMT HW T6 64 F6 Head Pick And Place Machine,"₹ 12,50,000/Piece",Abtektron Private Limited,https://www.indiamart.com/proddetail/smt-hw-t6-64-f6-head-pick-and-place-machine-2856160562697.html,Output Capacity Output Capacity 10000 CPH 10000 CPH Material Material Stainless Steel Stainless Steel Power Consumption Power Consumption 50 W 50 W Automation Grade Automation Grade Automatic Automatic Frequency Frequency 50 Hz 50 Hz Voltage Voltage 220 V 220 V
Industrial Machinery,"Pneumatic Machines, Automation Grade: Automatic","₹ 2,00,000/Piece",House Of Grid,https://www.indiamart.com/proddetail/pneumatic-production-machines-2855120359212.html,Design Design Plain Plain Country of Origin Country of Origin Made in India Made in India Max Force or Load Max Force or Load 0-30 ton 0-30 ton Automation Grade Automation Grade Automatic Automatic
Industrial Machinery,"1800 Pph AUTOMATIC SANITARY PAD MAKING MACHINE, 2KW, Machine Capacity: 30 Ppm","₹ 8,50,000/Piece",Mechanical Systems,https://www.indiamart.com/proddetail/automatic-sanitary-pad-making-machine-22813443897.html,Brand Brand MECHSYS MECHSYS Machine Capacity Machine Capacity 30 PPM 30 PPM Speed Speed 1800 PPH 1800 PPH Power Power 2KW 2KW Weight Weight 400 KG 400 KG Dimension Dimension 14X3X7 FEET 14X3X7 FEET
Industrial Machinery,Connecting Rod Aligner,,Atlas Machines (india),https://www.indiamart.com/proddetail/connecting-rod-aligner-3574528062.html,
Industrial Machinery,Special Purpose Machine,"₹ 7,60,000/Piece",Chaitanya Machine Tools Industries,https://www.indiamart.com/proddetail/special-purpose-machine-2854099830748.html,Type of Machine Type of Machine Carton Box Making Machine Carton Box Making Machine Machine Material Machine Material Mild Steel Mild Steel Part Type Part Type Special Purpose Machine Special Purpose Machine Usage/Application Usage/Application Industrial Industrial Automation Grade Automation Grade Semi Automated Semi Automated Phase Phase 2 Phase 2 Phase
Industrial Machinery,"Wood Mild Steel CNC for Cabinet Making and Panel Furniture, 6hp, Max Job Size: 8ftx4ft","₹ 13,50,000/Piece",Zillion RPM Labs,https://www.indiamart.com/proddetail/cnc-for-cabinet-making-and-panel-furniture-21813495488.html,"Material Material Mild Steel Mild Steel Spindle Power Spindle Power 6hp 6hp Max Job Size Max Job Size 8ftx4ft 8ftx4ft Job Material Job Material Wood Wood Machine Type Machine Type CNC CNC Usage/Application Usage/Application cabinet making, panel furniture, solid carving cabinet making, panel furniture, solid carving"
Industrial Machinery,Shivas Single Welded Wire Mesh Making Machine,"₹ 2,00,000/piece",Shivas Reinplast Company Of India,https://www.indiamart.com/proddetail/welded-wire-mesh-making-machine-22162448962.html,Brand Brand Shivas Shivas Phase Phase Single Single Material Material Steel Steel Power Source Power Source Electric Electric Voltage Voltage 240V 240V
Industrial Machinery,"Pedal Sealing Machine, Capacity: 2500 Pkts/shift","₹ 1,50,000/Unit",Pilotsmith India Pvt. Ltd.,https://www.indiamart.com/proddetail/pedal-sealing-machine-7522223088.html,"Material Material Mild Steel Mild Steel Automatic Grade Automatic Grade Automatic Automatic Capacity Capacity 2500 pkts/shift 2500 pkts/shift Power Supply Power Supply 440V / 3 phase, 220 V / 1phase 440V / 3 phase, 220 V / 1phase Usage/Application Usage/Application Food, beverages and chemical industries Food, beverages and chemical industries"
Industrial Machinery,"SM2500 S2 CNC Stone Carving Machine, 7.5 kW","₹ 9,99,000/Piece",Shusa Mechatronics,https://www.indiamart.com/proddetail/cnc-stone-carving-machine-6684217562.html,"X-Y Axis Working Area X-Y Axis Working Area 2500 x 1300 mm 2500 x 1300 mm Z Axis Working Area Z Axis Working Area 350 mm 350 mm Production Capacity Production Capacity 2 sqr feet per hour 2 sqr feet per hour Job Material Job Material Marble, Sandstone, Artificial Stone, Black Graphite, Stone, Wood Marble, Sandstone, Artificial Stone, Black Graphite, Stone, Wood Spindle Head Type Spindle Head Type Double Head Spindle Double Head Spindle Maximum Engraving Speed Maximum Engraving Speed 45000 mm /min 45000 mm /min"
Industrial Machinery,Industrial Decarbonator Machine,"₹ 3,00,000/Piece",D. M. Engineering Company,https://www.indiamart.com/proddetail/industrial-decarbonator-machine-4739539455.html,"Brand Brand DM DM COLOUR COLOUR BLUE, SEA GREEN BLUE, SEA GREEN Degasification Degasification H2S, CO2 H2S, CO2 origin origin INDIA INDIA USAGE USAGE REMOVAL OF H2S GAS REMOVAL OF H2S GAS"
Industrial Machinery,"Excavator Bucket Vacuum Suction Machine, Capacity: 0.75 M3, Model Name/Number: TC2","₹ 56,00,000/Piece",Suretech Infrastructure Private Limited,https://www.indiamart.com/proddetail/vacuum-suction-machine-2848959070533.html,Warranty Warranty 12 Months 12 Months Model Name/Number Model Name/Number TC2 TC2 Capacity Capacity 0.75 M3 0.75 M3 Type Type Excavator Bucket Excavator Bucket I Deal In I Deal In New Only New Only
Industrial Machinery,"Mild Steel Pvc Insulation Tape Slicer Automatic Machine, 3 hp","₹ 1,50,000/Piece",Sona Industrial Consultant,https://www.indiamart.com/proddetail/pvc-insulation-tape-slicer-automatic-machine-2851739241591.html,Usage/Application Usage/Application Tape slicer Tape slicer Power Consumption Power Consumption 3 hp 3 hp Material Material Mild Steel Mild Steel
Industrial Machinery,"5000 Pcs/Day Chocolate And Sweet Trays Making Machine, 70 Kw","₹ 10,00,000/Piece",Sai Thermoformers,https://www.indiamart.com/proddetail/5000-pcs-day-chocolate-and-sweet-trays-making-machine-22280337488.html,Surface Finishing Surface Finishing Polished Polished Automation Grade Automation Grade Semi-Automatic Semi-Automatic Material Material Stainless Steel Stainless Steel Dona Material Dona Material Plastic Plastic Brand Brand Sai Thermoformers Sai Thermoformers Dona Size Dona Size 5 (Inch) 5 (Inch)
Industrial Machinery,"Fully Automatic Sanitary Pad Making Machine (modal 1), Machine Capacity(Piece/Hour): 1000","₹ 3,95,000/Piece",ASV Engineering,https://www.indiamart.com/proddetail/fully-automatic-sanitary-pad-making-machine-modal-1-2853277508733.html,Type of Machine Type of Machine Napkin Making Machine Napkin Making Machine Machine Capacity(Piece/Hour) Machine Capacity(Piece/Hour) 1000 1000 Machine Material Machine Material Mild Steel Mild Steel Brand Brand ASV ENGINEERING ASV ENGINEERING Voltage Voltage 280 280 Automation Grade Automation Grade Automatic Automatic
Industrial Machinery,Refurbished Yamaha 100xg SMT Machine,"₹ 12,00,000/Piece",JVA Smt Traders,https://www.indiamart.com/proddetail/refurbished-yamaha-100xg-smt-machine-2854503508655.html,Output Capacity Output Capacity 20000 CPH 20000 CPH Brand Brand Yamaha Yamaha
Industrial Machinery,SMT HWT450 F4 Head Vertical Pick And Place Machine,"₹ 8,50,000/Piece",Abtektron Private Limited,https://www.indiamart.com/proddetail/smt-hwt450-f4-head-vertical-pick-and-place-machine-2856160607148.html,Output Capacity Output Capacity 10000 CPH 10000 CPH Material Material Stainless Steel Stainless Steel Power Consumption Power Consumption 30 W 30 W Automation Grade Automation Grade Automatic Automatic Colour Colour White White Frequency Frequency 50 Hz 50 Hz
Industrial Machinery,Bar Feeder Machine,"₹ 2,30,000/Piece",Samson Engineering,https://www.indiamart.com/proddetail/bar-feeder-machine-22597583473.html,Brand Brand Solo Pilot Solo Pilot Capacities Capacities 80 mm diameter 80 mm diameter Frequency Frequency 60 Hz 60 Hz Material Material Mild Steel Mild Steel Power Source Power Source 4 Hp 4 Hp Voltage Voltage 380 V 380 V
Industrial Machinery,Bamboo Vacuum Pressure Impregnation Plant,"₹ 4,00,000/Piece",Arihant Engineering,https://www.indiamart.com/proddetail/bamboo-vacuum-pressure-impregnation-plant-4375051188.html,Power Consumption Power Consumption 7 HP 7 HP Production Capacity Production Capacity 100 bamboo 100 bamboo Feature Feature to chemical treat bamboo to chemical treat bamboo Dimension Dimension 1 mt dia and 22 ft length 1 mt dia and 22 ft length Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,Side Seaming Machine,,Atlas Machines (india),https://www.indiamart.com/proddetail/side-seaming-machine-3574969255.html,Brand Brand Atlas Machines Atlas Machines Packaging Size Packaging Size As Per Requirement As Per Requirement customize customize Yes Yes I Deal Only I Deal Only New New Place of Origin Place of Origin Mumbai Mumbai Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Torsion Spring Making Machine, Automatic Grade: Automatic","₹ 4,00,000/Piece",Ranoson Machines Private Limited,https://www.indiamart.com/proddetail/torsion-spring-making-machine-3080780273.html,Production Capacity Production Capacity 40 - 60 Pcs per Minute 40 - 60 Pcs per Minute Automatic Grade Automatic Grade Automatic Automatic Design Design Customized Customized Power Consumption Power Consumption 1.0 Hp 1.0 Hp Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Hdpe Three Roll Calender Machine, Capacity: 5 m/min","₹ 17,51,000/Piece",R. V. Plast,https://www.indiamart.com/proddetail/three-roll-calender-machine-23442329330.html,Usage/Application Usage/Application Plastic Sheet Machinery Plastic Sheet Machinery Automation Grade Automation Grade Automatic Automatic Weight Weight 4000 Kg 4000 Kg Size Size 1100 To 2500 mm 1100 To 2500 mm System Control System Control Automatic Automatic Total Hp For Line Total Hp For Line 12 HP 12 HP
Industrial Machinery,"Twill Tape Loom, Production Capacity(Ton): 1 Ton","₹ 2,50,000/Piece",Vishwakarma Industries,https://www.indiamart.com/proddetail/twill-tape-loom-1318853748.html,Power Consumption Power Consumption 1 HP 1 HP Material Material Mild Steel Mild Steel Model Model 4/65 4/65 Width Of Tapes Width Of Tapes 32 mm 32 mm Tapes Tapes 10  - 8 10  - 8 Production Capacity(Ton) Production Capacity(Ton) 1 Ton 1 Ton
Industrial Machinery,Laser Solar Cell Scribing Machine,"₹ 6,00,000/piece",Agile Machineries Private Limited,https://www.indiamart.com/proddetail/laser-solar-cell-scribing-machine-5900252730.html,Weight Weight 790 Kg (Approx) 790 Kg (Approx) Cooling Mode Cooling Mode Air Cooling Air Cooling Cutting Area Cutting Area 200 x 200 mm 200 x 200 mm Cutting Speed Cutting Speed 240 mm/s 240 mm/s Dimension Dimension 940 x 480 x 850 mm 940 x 480 x 850 mm Laser Type Laser Type Fiber Laser Fiber Laser
Industrial Machinery,"Coco Peat Block Making Machine, Production Capacity(Ton/Hr): 1 Ton/hr, Automation Grade: Semi-Automatic","₹ 1,80,000/Piece",Abc Trade Zone,https://www.indiamart.com/proddetail/coco-peat-block-making-machine-2855554338148.html,Model Name/Number Model Name/Number abccpb abccpb Power Consumption Power Consumption 5 hp - 25 hp 5 hp - 25 hp Country of Origin Country of Origin Made in India Made in India Capacity Capacity upto 100 kg/hr upto 100 kg/hr Automation Grade Automation Grade Semi-Automatic Semi-Automatic Production Capacity(Ton/Hr) Production Capacity(Ton/Hr) 1 Ton/hr 1 Ton/hr
Industrial Machinery,"Chalk Stick Making Machine, Production Capacity: 1000 Pieces per Batch","₹ 10,000/Onwards",Sujata Electricals,https://www.indiamart.com/proddetail/chalk-stick-making-machine-11882575791.html,Automation Grade Automation Grade semi automatic semi automatic Body Material Body Material SS SS Country of Origin Country of Origin Made in India Made in India Production Capacity Production Capacity 1000 Pieces per Batch 1000 Pieces per Batch
Industrial Machinery,"DVI Polished Sanitary Pad Packing Machine, For Industry","₹ 2,00,000/Unit",Devine Packaging Industries,https://www.indiamart.com/proddetail/sanitary-pad-packing-machine-21968707248.html,Brand Brand DVI DVI Packaging Material Packaging Material Plastic Plastic Usage/Application Usage/Application Industry Industry Sealing Type Sealing Type Center Seal Center Seal Surface Finish Surface Finish Polished Polished Driven Type Driven Type Electric Electric
Industrial Machinery,Brass Shoe Shining Machine for Hotel,"₹ 10,500/Piece",Kallerians,https://www.indiamart.com/proddetail/shoe-shining-machine-11936358733.html,Usage/Application Usage/Application Hotel Hotel Brand Brand Kallerians Kallerians Material Material brass brass
Industrial Machinery,50-60 Hz Three Phase 10 Ton Slipper Making Machine,"₹ 71,000/Piece",ASV Engineering,https://www.indiamart.com/proddetail/10-ton-slipper-making-machine-21102785391.html,Usage/Application Usage/Application Hawai Chappal Hawai Chappal Brand Brand ASV ASV Automation Grade Automation Grade AUTOMATIC AUTOMATIC Power Consumption Power Consumption 2/3 hp 2/3 hp Frequency Frequency 50-60 Hz 50-60 Hz Phase Phase Three Phase Three Phase
Industrial Machinery,"Yamaha Chmt 48V Smt Machine, Weighing Capacity: 100 Kg","₹ 3,30,000/Piece",JVA Smt Traders,https://www.indiamart.com/proddetail/chmt-48v-smt-machine-2850619478930.html,Output Capacity Output Capacity 5000 CPH 5000 CPH Machine Material Machine Material Stainless Steel Stainless Steel Platform Size Platform Size 400*400 mm 400*400 mm Surface Finishing Surface Finishing Polished Polished Country of Origin Country of Origin Made in India Made in India Weighing Capacity Weighing Capacity 100 Kg 100 Kg
Industrial Machinery,"Automatic Bamboo Chain Splitter Machine, Size: 8 Inches","₹ 2,45,000/Piece",Pathak Machines Industries,https://www.indiamart.com/proddetail/automatic-bamboo-chain-splitter-machine-21335902773.html,Size Size 8 inches 8 inches Usage/Application Usage/Application BAMBOO SPLITTING BAMBOO SPLITTING Brand Brand T.L. PATHAK GROUP T.L. PATHAK GROUP Material Material MS MS Weight Weight 500 KGS 500 KGS Warranty Warranty 1 YEAR 1 YEAR
Industrial Machinery,Bamboo Charcoal Making Machine,"₹ 5,30,000/Piece",Arihant Engineering,https://www.indiamart.com/proddetail/bamboo-charcoal-making-machine-26177202897.html,Raw Material Processed Raw Material Processed Bamboo Bamboo Automation Grade Automation Grade Semi Automatic Semi Automatic Phase Phase 3 3 Production Capacity Production Capacity 1 ton per shift 1 ton per shift
Industrial Machinery,"Semi-Automatic Bind Stitch Seaming Machine, for Medium Material","₹ 30,000/Piece",Kanwal Machine House,https://www.indiamart.com/proddetail/bind-stitch-seaming-machine-7293478088.html,Automatic Grade Automatic Grade Semi-Automatic Semi-Automatic Usage Usage Medium Material Medium Material Max Sewing Speed Max Sewing Speed 3000-4000 stitch/min 3000-4000 stitch/min Max Stitch Length Max Stitch Length 3mm 3mm
Industrial Machinery,Wax Matches Making Machines,"₹ 3,00,000/Piece",Gayathri Match Industries,https://www.indiamart.com/proddetail/wax-matches-making-machines-6271499633.html,"Machine Material Machine Material Mild Steel Mild Steel Brand Brand Own Own Price range Price range 15, 00, 000 -  45, 00, 000 15, 00, 000 -  45, 00, 000 usage usage Safety Matchbox Safety Matchbox Country of Origin Country of Origin Made in India Made in India"
Industrial Machinery,Industrial Butt Fusion Machine,"₹ 28,000/Piece",Arun Tube Company,https://www.indiamart.com/proddetail/industrial-butt-fusion-machine-27434129748.html,Power Consumption Power Consumption 2.30 KV 2.30 KV Material Material Alumenium Casted Alumenium Casted Working range Working range 63MM to 200MM 63MM to 200MM Power Source Power Source Manual Manual Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"High Speed Cold Forge Pneumatic Clutch Header Machine 2, Fully automatic","₹ 50,00,000/Piece",Samrat Machine Tools,https://www.indiamart.com/proddetail/high-speed-cold-forge-pneumatic-clutch-header-machine-2-2852626014488.html,Automation Grade Automation Grade Fully automatic Fully automatic Brand Brand SMT SMT Capacity Capacity 6mm-30mm 6mm-30mm Brands Brands Samrat Samrat Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Natraj Dryer Tilting, 1 HP","₹ 43,400/Piece",Flora Appliances Private Limited,https://www.indiamart.com/proddetail/natraj-dryer-tilting-2854027177533.html,Capacity Capacity 10-15 KG 10-15 KG Dimension Dimension 31X25X46 31X25X46 Country of Origin Country of Origin Made in India Made in India Power Power 1 HP 1 HP Brand Brand NATRAJ NATRAJ
Industrial Machinery,Sanitary Pad Making Machine (modal 4),"₹ 3,95,000/Piece",ASV Engineering,https://www.indiamart.com/proddetail/sanitary-pad-making-machine-modal-4-2853278073562.html,Type of Machine Type of Machine Napkin Making Machine Napkin Making Machine Machine Material Machine Material Stainless Steel Stainless Steel Brand Brand ASV ENGINEERING ASV ENGINEERING Power Source Power Source ELECTRICITY ELECTRICITY Surface Finishing Surface Finishing GLOSSY GLOSSY Voltage Voltage 220V 220V
Industrial Machinery,Chmt530p4 Smt Machine,"₹ 4,30,000/Piece",JVA Smt Traders,https://www.indiamart.com/proddetail/chmt530p4-smt-machine-2852903887497.html,Machine Material Machine Material Stainless Steel Stainless Steel Phase Phase 1 Phase 1 Phase Power Source Power Source Electrical Electrical Voltage Voltage 280 V 280 V Surface Finishing Surface Finishing Polished Polished Brand Name Brand Name CHMT CHMT
Industrial Machinery,SMT HW DSQ 800 102F Dual 8 Head Pick and Place Machine,"₹ 21,00,000/Piece",Abtektron Private Limited,https://www.indiamart.com/proddetail/smt-hw-dsq-800-102f-dual-8-head-pick-and-place-machine-2856160520462.html,Output Capacity Output Capacity 50000 CPH 50000 CPH Material Material Stainless Steel Stainless Steel Automation Grade Automation Grade Automatic Automatic Colour Colour White White Phase Phase Single Phase Single Phase Number of Placement Heads Number of Placement Heads 8 Head 8 Head
Industrial Machinery,Hipat 3 Upvc And Aluminium Windows Making Machine,"₹ 2,00,000/Piece",Pathak Machines Industries,https://www.indiamart.com/proddetail/upvc-and-aluminium-windows-making-machine-25654565088.html,Driven Type Driven Type electric motor electric motor Brand Brand hipat hipat Automation Grade Automation Grade yes yes Phase Phase 3 3 Material Material upvc and aluminium upvc and aluminium Production Capacity Production Capacity na na
Industrial Machinery,Nc Servo Auto Reel And Levelers,"₹ 25,00,000/Piece",Hertz Controls (India) Pvt Ltd,https://www.indiamart.com/proddetail/nc-servo-auto-reel-and-levelers-9179089230.html,"Automation Grade Automation Grade Fully  and Semi Automatic Fully  and Semi Automatic Driven Type Driven Type Servo Motor Servo Motor Material Material Steel Coils Steel Coils Model Model Hertz Hertz Voltage Voltage +/- 440 Volt, 3 Phase, 50 Hz +/- 440 Volt, 3 Phase, 50 Hz Capacity Capacity 5.0 MT/(0.5-4.0) mm 5.0 MT/(0.5-4.0) mm"
